global_multidim_rank,name,url,composite_value_index,popularity_score,maintenance_score,unity_integrity_score,code_scale_score,security_surface_score,project_relevance_score,noise_penalty_score,multidim_tier,priority_tier,final_score,stars,forks,age_since_push_days,pushed_at,open_issues,structure_status,is_standard_unity_project,is_active_2y,is_recent_1y,cs_file_count,scene_count,has_packages_manifest,size_kb,security_surface_total,surface_network,surface_file,surface_archive,surface_deser,surface_dynamic,surface_native,negative_noise_signal,positive_project_signal,negative_filter_hit,positive_project_hit,description,topics,language,license,selection_note,selection_reason
714,Molecule-Builder,https://github.com/shroommu/Molecule-Builder,54.66,0,12,100,100,85.8,50,12,E_low_priority_or_noisy,D_low,35.65,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,1001,66,TRUE,0,33,10,5,0,0,14,4,FALSE,FALSE,FALSE,FALSE,,,,,"composite=54.66; dimensions=pop:0,maint:12,unity:100,scale:100,surface:85.8,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,dynamic,native"
715,cjb3768_VR-Fearless,https://github.com/cjb3768/VR-Fearless,54.59,0,12,90,79.77,89.4,78,12,E_low_priority_or_noisy,D_low,43.7,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,109,7,FALSE,0,34,22,5,0,0,3,4,FALSE,TRUE,FALSE,TRUE,,,,,"composite=54.59; dimensions=pop:0,maint:12,unity:90,scale:79.77,surface:89.4,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
716,Space-Odyssey,https://github.com/PaulDebril/Space-Odyssey,54.58,0,12,100,86.49,94.2,50,12,E_low_priority_or_noisy,D_low,31.75,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,102,23,TRUE,0,35,17,0,0,0,18,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=54.58; dimensions=pop:0,maint:12,unity:100,scale:86.49,surface:94.2,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,dynamic"
717,daniellochner/portals-vr,https://github.com/daniellochner/portals-vr,54.57,70.89,12,100,74.5,10.8,92,12,E_low_priority_or_noisy,C_candidate,53.81,37,8,1728,2021-11-03T22:39:36Z,0,standard_unity_project,TRUE,FALSE,FALSE,25,1,TRUE,275,4,2,0,0,0,2,0,FALSE,TRUE,FALSE,TRUE,Functional portals in Virtual Reality (VR) for Unity 2019.3.22f1.,"portal, unity, vr",C#,MIT,"composite=54.57; dimensions=pop:70.89,maint:12,unity:100,scale:74.5,surface:10.8,relevance:92,penalty:12; tier=E_low_priority_or_noisy","37 stars; pushed 1728d ago; standard_unity_project; game/app keywords; security-surface:network,dynamic"
718,Innovsion-VR-GTA-project,https://github.com/Omkar-87/Innovsion-VR-GTA-project,54.54,0,12,100,100,67,78,12,E_low_priority_or_noisy,D_low,41.35,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,177,56,TRUE,0,27,5,4,0,0,18,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=54.54; dimensions=pop:0,maint:12,unity:100,scale:100,surface:67.0,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic"
719,VRTK_3dWithExtras_Sandbox,https://github.com/oliverellmers/VRTK_3dWithExtras_Sandbox,54.52,0,12,100,86.03,76,78,12,E_low_priority_or_noisy,D_low,43.5,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,125,14,TRUE,0,30,2,6,0,0,12,10,FALSE,TRUE,FALSE,TRUE,,,,,"composite=54.52; dimensions=pop:0,maint:12,unity:100,scale:86.03,surface:76.0,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
720,Frost199/Unity-AI-Racing-cars-with-waypoints,https://github.com/Frost199/Unity-AI-Racing-cars-with-waypoints,54.5,74.08,12,90,100,0,92,12,E_low_priority_or_noisy,B_priority,60.27,35,14,2872,2018-09-16T15:25:55Z,0,standard_unity_project,TRUE,FALSE,FALSE,62,8,FALSE,181574,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Car racing game implemented with unity3d for Android users,"ai, android, android-application, car, race-track, racegame, unity3d",C#,,"composite=54.5; dimensions=pop:74.08,maint:12,unity:90,scale:100,surface:0,relevance:92,penalty:12; tier=E_low_priority_or_noisy",35 stars; pushed 2872d ago; standard_unity_project; game/app keywords
721,Faceplant-Games_epicslash,https://github.com/Faceplant-Games/epicslash,54.5,0,12,90,87.36,78.8,86,12,E_low_priority_or_noisy,D_low,43.55,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,202,6,FALSE,0,31,2,6,0,0,12,11,FALSE,TRUE,FALSE,TRUE,,,,,"composite=54.5; dimensions=pop:0,maint:12,unity:90,scale:87.36,surface:78.8,relevance:86,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
722,ras-real-estate-vr,https://github.com/FelipeBSM/ras-real-estate-vr,54.5,0,12,100,100,66.8,78,12,E_low_priority_or_noisy,D_low,43.25,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,1001,72,TRUE,0,25,12,4,0,0,8,1,FALSE,TRUE,FALSE,TRUE,,,,,"composite=54.5; dimensions=pop:0,maint:12,unity:100,scale:100,surface:66.8,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
723,ras-real-estate-vr-ondular,https://github.com/FelipeBSM/ras-real-estate-vr-ondular,54.5,0,12,100,100,66.8,78,12,E_low_priority_or_noisy,D_low,43.25,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,1001,72,TRUE,0,25,12,4,0,0,8,1,FALSE,TRUE,FALSE,TRUE,,,,,"composite=54.5; dimensions=pop:0,maint:12,unity:100,scale:100,surface:66.8,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
724,VladimirPirozhenko/AwesomeRunner,https://github.com/VladimirPirozhenko/AwesomeRunner,54.36,99.58,12,100,100,23.6,54,47,C_standard_popular_or_older,B_priority,71.2,107,38,1414,2022-09-13T19:14:47Z,1,standard_unity_project,TRUE,FALSE,FALSE,116,30,TRUE,530117,10,0,2,0,0,8,0,TRUE,TRUE,FALSE,TRUE,"Awesome runner, 3D endless runner game made in Unity","csharp, endless-runner, free, game, game-development, gamedev, infinite-runner, object-oriented, object-pool, open-source-game, patterns, runner, state-machine, unity, unity3d, unity3d-games",C#,MIT,"composite=54.36; dimensions=pop:99.58,maint:12,unity:100,scale:100,surface:23.6,relevance:54,penalty:47; tier=C_standard_popular_or_older","107 stars; pushed 1414d ago; standard_unity_project; game/app keywords; security-surface:file,dynamic"
725,Danniel1220/ProjectS,https://github.com/Danniel1220/ProjectS,54.35,20.47,30,100,97.61,17,86,0,E_low_priority_or_noisy,C_candidate,53.77,3,0,898,2024-02-11T18:41:37Z,0,standard_unity_project,TRUE,FALSE,FALSE,57,4,TRUE,76640,6,3,2,0,1,0,0,FALSE,TRUE,FALSE,TRUE,Undergraduate thesis unity strategy game,,C#,,"composite=54.35; dimensions=pop:20.47,maint:30,unity:100,scale:97.61,surface:17.0,relevance:86,penalty:0; tier=E_low_priority_or_noisy","3 stars; pushed 898d ago; standard_unity_project; game/app keywords; security-surface:network,file,deser"
726,4nn1k4/AR-HUD_autonomous_night_driving,https://github.com/4nn1k4/AR-HUD_autonomous_night_driving,54.34,37.86,30,100,94.99,3,86,0,E_low_priority_or_noisy,C_candidate,58.8,8,1,1030,2023-10-02T12:33:15Z,0,standard_unity_project,TRUE,FALSE,FALSE,30,11,TRUE,99892,1,1,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,VR autonomous driving simulator for evaluating different AR-HUD elements for navigation at nighttime. (Unity),"autonomous-driving, head-up-display, simulator, unity",C#,,"composite=54.34; dimensions=pop:37.86,maint:30,unity:100,scale:94.99,surface:3.0,relevance:86,penalty:0; tier=E_low_priority_or_noisy",8 stars; pushed 1030d ago; standard_unity_project; game/app keywords; security-surface:network
727,SinlessDevil/SpurnedDemon2D,https://github.com/SinlessDevil/SpurnedDemon2D,54.32,39.42,48,100,100,38.2,48,35,B_active_standard_review_noise,reject_noise,42,9,1,525,2025-02-18T10:18:26Z,0,standard_unity_project,TRUE,TRUE,FALSE,1001,40,TRUE,37245,16,0,5,1,0,10,0,TRUE,TRUE,TRUE,TRUE,Spurned Demon 2D  Metroidvania,"game, gamedev, platform, unity, unity2d, zenject",C#,,"composite=54.32; dimensions=pop:39.42,maint:48,unity:100,scale:100,surface:38.2,relevance:48,penalty:35; tier=B_active_standard_review_noise","9 stars; pushed 525d ago; standard_unity_project; game/app keywords; negative keyword penalty; security-surface:file,archive,dynamic"
728,Min-Max,https://github.com/The64thGamer/Min-Max,54.31,0,12,100,75.43,100,50,12,E_low_priority_or_noisy,D_low,43.2,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,160,1,TRUE,0,144,26,8,0,2,4,104,FALSE,FALSE,FALSE,FALSE,,,,,"composite=54.31; dimensions=pop:0,maint:12,unity:100,scale:75.43,surface:100,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,deser,dynamic,native"
729,peterndta/Adventure-Game,https://github.com/peterndta/Adventure-Game,54.27,52.35,30,100,72.99,0,92,0,E_low_priority_or_noisy,C_candidate,51.01,23,1,1029,2023-10-03T19:02:52Z,0,standard_unity_project,TRUE,FALSE,FALSE,8,5,TRUE,105308,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,"A 2D adventure game using Unity, in the genre of Platformer and Puzzle games with Pixel Art style graphics.",,C#,MIT,"composite=54.27; dimensions=pop:52.35,maint:30,unity:100,scale:72.99,surface:0,relevance:92,penalty:0; tier=E_low_priority_or_noisy",23 stars; pushed 1029d ago; standard_unity_project; game/app keywords
730,VR_Horror_YouCantRun,https://github.com/dMinsz/VR_Horror_YouCantRun,54.24,0,12,100,91.21,71.2,78,12,E_low_priority_or_noisy,D_low,41.45,0,0,99999,2023-09-20T10:03:21Z,0,standard_unity_project,TRUE,FALSE,FALSE,150,21,TRUE,0,29,7,1,0,0,21,0,FALSE,TRUE,FALSE,TRUE,Unity VR Horror Game,,C#,MIT,"composite=54.24; dimensions=pop:0,maint:12,unity:100,scale:91.21,surface:71.2,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic"
731,Witklocki/WygaslySwiat,https://github.com/Witklocki/WygaslySwiat,54.17,26.46,30,100,97.13,11,86,0,E_low_priority_or_noisy,C_candidate,56.03,5,0,951,2023-12-20T19:00:30Z,0,standard_unity_project,TRUE,FALSE,FALSE,55,4,TRUE,4177,5,0,5,0,0,0,0,FALSE,TRUE,FALSE,TRUE,RPG 2.5d shooter in post apocalyptic world - Unity mobile game. RPG 2.5d strzelanka w post apokaliptycznym ?wiecie - gra na telefon w Unity,,C#,,"composite=54.17; dimensions=pop:26.46,maint:30,unity:100,scale:97.13,surface:11.0,relevance:86,penalty:0; tier=E_low_priority_or_noisy",5 stars; pushed 951d ago; standard_unity_project; game/app keywords; security-surface:file
732,PlaneTraining,https://github.com/ArlexDu/PlaneTraining,54.14,0,12,90,88.01,100,50,12,E_low_priority_or_noisy,D_low,40.3,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,177,9,FALSE,0,126,40,5,0,0,2,79,FALSE,FALSE,FALSE,FALSE,,,,,"composite=54.14; dimensions=pop:0,maint:12,unity:90,scale:88.01,surface:100,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,dynamic,native"
733,Mukarillo/UnityMatch3,https://github.com/Mukarillo/UnityMatch3,54.12,84.74,12,100,68.53,0,92,12,C_standard_popular_or_older,B_priority,61.21,61,20,2109,2020-10-18T03:30:24Z,0,standard_unity_project,TRUE,FALSE,FALSE,7,3,TRUE,44802,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Fully functional match3 game written in c# and rendered in Unity.,"match3, match3-game, unity, unity3d, unity3d-games",C#,MIT,"composite=54.12; dimensions=pop:84.74,maint:12,unity:100,scale:68.53,surface:0,relevance:92,penalty:12; tier=C_standard_popular_or_older",61 stars; pushed 2109d ago; standard_unity_project; game/app keywords
734,Meshly,https://github.com/davidezhang/Meshly,54.06,0,12,100,100,82.8,50,12,E_low_priority_or_noisy,D_low,40.95,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,754,85,TRUE,0,99,1,7,0,1,2,88,FALSE,FALSE,FALSE,FALSE,,,,,"composite=54.06; dimensions=pop:0,maint:12,unity:100,scale:100,surface:82.8,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,deser,dynamic,native"
735,VR_Space_Shooter,https://github.com/monu37/VR_Space_Shooter,54.06,0,12,100,79.71,77.8,78,12,E_low_priority_or_noisy,D_low,43.6,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,218,1,TRUE,0,32,1,16,0,3,12,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=54.06; dimensions=pop:0,maint:12,unity:100,scale:79.71,surface:77.8,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic"
736,Nichathan-Gaming/Nichathans-Solitaire-Pack,https://github.com/Nichathan-Gaming/Nichathans-Solitaire-Pack,54.03,60.5,12,100,100,4.8,86,12,E_low_priority_or_noisy,C_candidate,54.27,18,6,1283,2023-01-22T09:51:15Z,1,standard_unity_project,TRUE,FALSE,FALSE,29,62,TRUE,50570,2,0,0,0,0,2,0,FALSE,TRUE,FALSE,TRUE,A 6 pack Solitaire game in Unity,"ai, card, csharp, game, indie, solitaire, solitaire-card-game, unity2d",C#,,"composite=54.03; dimensions=pop:60.5,maint:12,unity:100,scale:100,surface:4.8,relevance:86,penalty:12; tier=E_low_priority_or_noisy",18 stars; pushed 1283d ago; standard_unity_project; game/app keywords; security-surface:dynamic
737,PunicGames/Gears-Of-Hell,https://github.com/PunicGames/Gears-Of-Hell,53.98,39.1,12,100,100,23.8,86,12,E_low_priority_or_noisy,C_candidate,59.02,5,3,1316,2022-12-20T17:24:43Z,1,standard_unity_project,TRUE,FALSE,FALSE,162,47,TRUE,782331,10,0,1,0,0,9,0,FALSE,TRUE,FALSE,TRUE,Shooter web steampunk casual game that mixes elements of bullet hell and roguelike genres.,"game, procedural-generation, shooter, steampunk, unity, videogame, webgl",C#,,"composite=53.98; dimensions=pop:39.1,maint:12,unity:100,scale:100,surface:23.8,relevance:86,penalty:12; tier=E_low_priority_or_noisy","5 stars; pushed 1316d ago; standard_unity_project; game/app keywords; security-surface:file,dynamic"
738,Room,https://github.com/DCHolland/Room,53.94,0,12,90,100,91.2,50,12,E_low_priority_or_noisy,D_low,35.8,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,271,52,FALSE,0,36,3,5,0,0,18,10,FALSE,FALSE,FALSE,FALSE,,,,,"composite=53.94; dimensions=pop:0,maint:12,unity:90,scale:100,surface:91.2,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,dynamic,native"
739,michailmarkou1995/SMB-2DPlatformer,https://github.com/michailmarkou1995/SMB-2DPlatformer,53.9,35.79,12,100,100,26.4,86,12,E_low_priority_or_noisy,C_candidate,58.44,6,0,1432,2022-08-26T05:51:41Z,14,standard_unity_project,TRUE,FALSE,FALSE,184,44,TRUE,92731,11,0,2,0,0,8,1,FALSE,TRUE,FALSE,TRUE,Uknown title of a 2D platformer. The project will be updated via automation scripts per milestone on GitHub.,"2d-game, 2d-platformer, collaboration, game-development, perforce, super-mario-bros, unity, webgl",C#,,"composite=53.9; dimensions=pop:35.79,maint:12,unity:100,scale:100,surface:26.4,relevance:86,penalty:12; tier=E_low_priority_or_noisy","6 stars; pushed 1432d ago; standard_unity_project; game/app keywords; security-surface:file,dynamic,native"
740,kroonhorstdino/DungeonGame,https://github.com/kroonhorstdino/DungeonGame,53.84,46.46,12,100,98.87,17.2,86,12,E_low_priority_or_noisy,C_candidate,51.4,12,2,2212,2020-07-07T15:45:13Z,0,standard_unity_project,TRUE,FALSE,FALSE,70,3,TRUE,3205,7,1,1,0,0,5,0,FALSE,TRUE,FALSE,TRUE,WIP Dungeon crawler with procedural generation,"game, game-development, roguelite, unity",C#,,"composite=53.84; dimensions=pop:46.46,maint:12,unity:100,scale:98.87,surface:17.2,relevance:86,penalty:12; tier=E_low_priority_or_noisy","12 stars; pushed 2212d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic"
741,Unity3D-ShootTheZombies,https://github.com/priyamsharma2704/Unity3D-ShootTheZombies,53.84,0,12,90,77.66,100,58,12,E_low_priority_or_noisy,D_low,39.5,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,100,6,FALSE,0,110,94,1,0,0,5,10,FALSE,FALSE,FALSE,FALSE,,,,,"composite=53.84; dimensions=pop:0,maint:12,unity:90,scale:77.66,surface:100,relevance:58,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,dynamic,native"
742,MirCore/Unity-Object-Detection-and-Localization-with-VR,https://github.com/MirCore/Unity-Object-Detection-and-Localization-with-VR,53.79,65.98,12,100,88.26,2.4,92,12,E_low_priority_or_noisy,C_candidate,56.29,28,7,1191,2023-04-24T09:22:06Z,0,standard_unity_project,TRUE,FALSE,FALSE,24,6,TRUE,504431,1,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,Detect and localize objects from the front-facing camera image of a VR Headset in a 3D Scene in Unity using Yolo and Barracuda.,,C#,MIT,"composite=53.79; dimensions=pop:65.98,maint:12,unity:100,scale:88.26,surface:2.4,relevance:92,penalty:12; tier=E_low_priority_or_noisy",28 stars; pushed 1191d ago; standard_unity_project; game/app keywords; security-surface:dynamic
743,pranavbalu1/AbyssUnity,https://github.com/pranavbalu1/AbyssUnity,53.77,39.42,48,100,68.14,0,86,0,A_active_standard_high_confidence,C_candidate,56.76,9,0,645,2024-10-21T01:18:44Z,7,standard_unity_project,TRUE,TRUE,FALSE,10,1,TRUE,112650,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,"A multiplayer Unity game featuring complex AI behaviors and strategic gameplay. The objective revolves around capturing enemies, with AI opponents adding dynamic challenges. Designed to be played with friends, the game creates hilarious and chaotic moments through engaging interactions and unpredictable scenarios.",,C#,,"composite=53.77; dimensions=pop:39.42,maint:48,unity:100,scale:68.14,surface:0,relevance:86,penalty:0; tier=A_active_standard_high_confidence",9 stars; pushed 645d ago; standard_unity_project; game/app keywords
744,ahmedawwan/unity-human-anatomy-AR,https://github.com/ahmedawwan/unity-human-anatomy-AR,53.75,62.14,12,100,100,54.2,54,47,E_low_priority_or_noisy,reject_noise,42.23,23,6,1340,2022-11-26T11:45:22Z,0,standard_unity_project,TRUE,FALSE,FALSE,193,7,TRUE,52959,21,8,5,0,0,8,0,TRUE,TRUE,TRUE,TRUE,Augment 3D models of human anatomy and view information about specific parts of the anatomy which you want to examine.,"arcore-unity, augmented-reality, unity, xr-interaction-toolkit",C#,,"composite=53.75; dimensions=pop:62.14,maint:12,unity:100,scale:100,surface:54.2,relevance:54,penalty:47; tier=E_low_priority_or_noisy","23 stars; pushed 1340d ago; standard_unity_project; game/app keywords; negative keyword penalty; security-surface:network,file,dynamic"
745,unitycoder/Unity-DOTS-RTS-Collision-System,https://github.com/unitycoder/Unity-DOTS-RTS-Collision-System,53.74,76.21,12,100,55.85,14,92,12,E_low_priority_or_noisy,C_candidate,53.32,48,10,1974,2021-03-02T08:12:35Z,0,standard_unity_project,TRUE,FALSE,FALSE,9,1,TRUE,79,5,0,0,0,0,0,5,FALSE,TRUE,FALSE,TRUE,A simple physics collision system suited for large numbers of entities *FORKED*,,,,"composite=53.74; dimensions=pop:76.21,maint:12,unity:100,scale:55.85,surface:14.0,relevance:92,penalty:12; tier=E_low_priority_or_noisy",48 stars; pushed 1974d ago; standard_unity_project; game/app keywords; security-surface:native
746,Dark927/Darkness-Survival,https://github.com/Dark927/Darkness-Survival,53.73,34.15,30,100,100,0,86,0,E_low_priority_or_noisy,C_candidate,55.66,6,1,768,2024-06-20T10:47:24Z,0,standard_unity_project,TRUE,FALSE,FALSE,87,7,TRUE,349536,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Top-down 2D game made in Unity.,,C#,,"composite=53.73; dimensions=pop:34.15,maint:30,unity:100,scale:100,surface:0,relevance:86,penalty:0; tier=E_low_priority_or_noisy",6 stars; pushed 768d ago; standard_unity_project; game/app keywords
747,Night-Time-Mosquitoes-VR,https://github.com/HappyPhysics/Night-Time-Mosquitoes-VR,53.72,0,12,90,89.04,79,78,12,E_low_priority_or_noisy,D_low,43.55,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,201,8,FALSE,0,31,2,5,0,0,13,11,FALSE,TRUE,FALSE,TRUE,,,,,"composite=53.72; dimensions=pop:0,maint:12,unity:90,scale:89.04,surface:79.0,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
748,danielbuechele/SumoVizUnity,https://github.com/danielbuechele/SumoVizUnity,53.71,81.16,12,90,79.55,3,92,12,E_low_priority_or_noisy,B_priority,61.65,41,21,2710,2019-02-25T17:39:11Z,1,standard_unity_project,TRUE,FALSE,FALSE,24,1,FALSE,61892,1,1,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Master thesis: Post-visualization of pedestrian simulation data using the Unity game-engine,,C#,,"composite=53.71; dimensions=pop:81.16,maint:12,unity:90,scale:79.55,surface:3.0,relevance:92,penalty:12; tier=E_low_priority_or_noisy",41 stars; pushed 2710d ago; standard_unity_project; game/app keywords; security-surface:network
